time,latitude,longitude,700,850,1700,1900
391,41.87166148,-87.64857259,81.89395,93.81506,88.56285,90.15437
392,41.87166148,-87.64857259,81.15958,91.08068,94.5941,85.53718
393,41.87166148,-87.64857259,78.97208,103.6354,91.13316,97.3653
394,41.87166148,-87.64857259,79.63614,96.57287,100.2738,90.02937
395,41.87166148,-87.64857259,77.4252,101.7526,89.25816,91.01374
396,41.87165582,-87.64858069,79.78458,93.81506,93.13316,89.41999
397,41.87164566,-87.64859488,79.69083,91.32287,93.38316,94.3653
398,41.87164079,-87.64860156,78.19083,89.01037,94.32066,92.15437
399,41.87163064,-87.64861541,76.72989,91.22131,92.1566,93.21687
400,41.87162554,-87.64862236,83.62833,88.47912,101.5394,92.1778
401,41.8716204,-87.64862935,77.4252,102.6276,103.5082,106.2247
402,41.8716204,-87.64862935,80.18301,93.69006,93.64098,95.14655
403,41.8716204,-87.64862935,77.47989,97.67443,91.41441,96.03718
404,41.8716204,-87.64862935,79.3627,101.4869,102.2113,91.63093
405,41.8716204,-87.64862935,81.05801,90.01818,97.14098,97.48249
406,41.8716204,-87.64862935,77.4252,89.91662,91.68785,90.91999
407,41.8716204,-87.64862935,77.94083,96.83849,103.9769,99.1153
408,41.87161451,-87.64863607,79.47989,90.13537,98.62535,93.00593
409,41.87160179,-87.64864757,81.01895,104.0572,94.57848,93.15437
410,41.87159577,-87.64865349,78.08926,90.66662,92.07848,89.13874
411,41.87158434,-87.64866588,76.35489,112.9166,91.77379,98.50593
412,41.87157885,-87.64867227,80.8002,96.73693,91.14879,102.4356
413,41.87156838,-87.64868467,77.29239,94.41662,94.94566,91.40437
414,41.87156324,-87.64869081,83.47989,94.11193,93.43004,92.6153
415,41.87155295,-87.64870302,77.26114,96.72131,112.2113,93.41218
416,41.87154783,-87.64870906,80.32364,109.3541,97.7816,88.45124
417,41.87153769,-87.648721,78.28458,98.37756,97.14098,95.20124
418,41.87153273,-87.64872688,81.13614,88.92443,87.32848,94.22468
419,41.87152303,-87.64873841,80.40958,89.65881,93.64879,87.60749
420,41.87151822,-87.64874411,82.31583,95.94787,90.66441,102.3966
421,41.87150874,-87.64875528,78.87833,107.7213,97.50816,83.88874
422,41.87150407,-87.64876078,80.3002,95.22131,92.57848,94.76374
423,41.87149489,-87.64877164,80.22989,97.25256,93.93785,95.31843
424,41.87149038,-87.64877699,78.93208,97.39224,94.50723,94.30187
425,41.87148153,-87.64878748,79.61958,88.68912,93.64785,100.2159
426,41.87147718,-87.64879263,79.45551,93.04068,101.6557,95.55968
427,41.87146861,-87.64880278,77.62739,93.29849,98.25723,92.32531
428,41.87146438,-87.64880777,80.39301,89.78287,95.81191,108.1925
429,41.87145605,-87.6488176,78.66645,93.3688,95.39004,106.4659
430,41.87145195,-87.64882245,79.41645,107.1032,98.69473,93.51281
431,41.87144388,-87.64883198,76.97114,93.65005,102.6088,86.6925
432,41.87143992,-87.64883668,77.36958,106.3844,102.515,98.57531
433,41.87143214,-87.64884599,79.25239,89.90005,86.34316,101.8566
434,41.87142833,-87.64885058,79.50239,91.4938,96.42129,89.03625
435,41.87142083,-87.64885958,78.92426,92.32974,90.13223,89.61437
436,41.87141714,-87.64886399,78.47895,102.736,95.10879,88.59875
437,41.87140986,-87.64887271,80.00239,97.22818,94.65566,95.11437
438,41.87140628,-87.64887701,80.0727,91.9938,89.92129,101.0441
439,41.87139923,-87.64888547,79.53364,99.02505,92.29629,93.90343
440,41.87139576,-87.64888963,83.97114,99.02505,97.00723,97.48937
441,41.87138895,-87.64889785,77.60395,96.70474,94.13223,91.0675
442,41.87138561,-87.64890191,80.92426,90.22818,88.85098,93.41906
443,41.87137903,-87.64890992,80.62739,96.48599,92.53066,108.0597
444,41.87137581,-87.64891386,78.76801,92.86099,90.95254,88.42687
445,41.8713695,-87.64892163,79.20551,101.0954,96.72598,93.13
446,41.87136639,-87.64892545,79.41645,99.65787,98.07754,96.88781
447,41.8713603,-87.64893294,80.46333,96.02505,91.06973,92.15343
448,41.8713603,-87.64893294,78.95551,89.18912,96.98379,89.61437
449,41.8713603,-87.64893294,77.36176,95.82193,101.8119,98.505
450,41.8713603,-87.64893294,79.79145,96.54068,96.53848,94.09093
451,41.8713603,-87.64893294,79.52583,92.81412,103.8432,97.20812
452,41.8713603,-87.64893294,82.04926,103.6657,126.3119,99.64562
453,41.87135326,-87.64893864,80.55708,106.986,96.37441,95.96593
454,41.87135033,-87.64894191,78.59614,99.79068,100.5854,94.48156
455,41.87135033,-87.64894191,79.45551,102.6188,95.67129,87.63781
456,41.87135033,-87.64894191,78.61958,94.93912,93.89785,96.74718
457,41.87134491,-87.64894846,79.04145,102.5016,96.74941,103.9269
458,41.87134226,-87.6489517,78.27583,96.77505,94.60098,91.35656
459,41.87134226,-87.6489517,78.5102,99.93912,109.3822,97.95812
460,41.87134226,-87.6489517,77.22114,104.4704,90.14004,92.85656
461,41.87133974,-87.64895466,84.6352,99.47037,102.0697,101.7706
462,41.8713372,-87.64895764,78.64301,95.8688,96.53066,96.38781
463,41.87133225,-87.64896349,82.62739,99.36099,96.34316,106.5675
464,41.8713298,-87.64896632,78.90864,98.72037,101.6791,91.99718
465,41.87132499,-87.64897183,81.46333,90.65005,107.015,91.27062
466,41.87132264,-87.64897452,77.8852,96.76724,97.67129,90.21593
467,41.87131802,-87.64897979,83.40083,92.18912,87.56973,96.59875
468,41.87131575,-87.64898235,83.85395,90.75943,88.31191,95.11437
469,41.87131129,-87.64898735,79.74458,96.77505,100.765,94.34875
470,41.8713091,-87.6489898,77.7602,92.25943,93.99941,106.63
471,41.87130472,-87.64899468,79.59614,90.69693,87.43691,95.76281
472,41.8713026,-87.64899705,79.3227,93.42349,102.5619,89.73937
473,41.87129838,-87.64900182,78.8852,95.22818,103.4213,99.51281
474,41.87129633,-87.64900411,80.55708,95.61099,98.78848,90.68468
475,41.87129262,-87.6490092,78.99458,91.25943,99.17129,90.10656
476,41.87129072,-87.64901156,82.3227,91.43912,95.06973,94.80968
477,41.87128681,-87.64901604,78.78364,86.00943,100.601,88.5675
478,41.87128681,-87.64901604,76.48676,92.25162,100.7885,115.1847
479,41.87128334,-87.64902048,79.62739,102.2594,91.95254,90.95031
480,41.8712821,-87.64902236,77.67426,89.7438,99.97598,89.07531
481,41.87127879,-87.64902658,79.27583,99.38443,111.2182,96.88781
482,41.87127712,-87.64902864,78.93208,90.13443,97.77285,95.85656
483,41.87127388,-87.6490326,78.11176,95.43912,99.63223,92.15343
484,41.87127232,-87.64903451,81.67426,99.47818,94.56191,102.005
485,41.87127079,-87.64903638,79.3227,103.0485,101.976,93.34093
486,41.87127079,-87.64903638,78.93208,98.81412,90.33535,96.27062
487,41.87126928,-87.64903821,79.92426,105.8688,96.08535,100.3956
488,41.87126801,-87.64903983,79.41645,98.04849,106.3119,90.10656
489,41.8712654,-87.64904316,79.97895,96.79068,87.71816,99.16906
490,41.87126406,-87.64904485,78.90083,93.18912,98.18691,93.08312
491,41.87126148,-87.64904825,80.3227,103.9704,90.06191,95.55968
492,41.87126026,-87.64904995,81.23676,100.9626,89.59316,101.005
493,41.87125792,-87.64905332,80.39301,91.9313,94.20254,90.73156
494,41.87125677,-87.64905499,78.99458,99.07193,94.53848,101.2784
495,41.87125461,-87.64905829,80.48676,93.5563,96.85879,101.2862
496,41.87125357,-87.64905993,78.43989,93.42349,94.60098,90.80187
497,41.8712516,-87.64906316,83.43989,98.41568,103.1713,86.8175
498,41.87125063,-87.64906476,77.97114,93.43912,103.3041,97.34093
499,41.87124877,-87.64906793,78.95551,102.0719,90.13223,97.95812
500,41.87124877,-87.64906793,79.60395,96.65005,90.94473,89.21593
501,41.87124877,-87.64906793,84.72114,99.35318,88.43691,89.59093
502,41.87124877,-87.64906793,79.20551,105.8532,96.16348,94.82531
503,41.87124614,-87.64907222,79.41645,97.79849,102.3041,97.30187
504,41.87124614,-87.64907222,79.41645,85.73599,96.21035,89.62218
505,41.87124515,-87.6490741,79.71333,91.1813,106.7807,90.41125
506,41.87124515,-87.6490741,77.90083,90.54849,89.83535,88.59875
507,41.87124515,-87.6490741,80.61958,98.3063,100.1479,93.08312
508,41.87124515,-87.6490741,77.31489,93.15787,88.89785,90.5675
509,41.87124529,-87.64907585,79.83833,97.07974,96.34316,98.78625
510,41.87124529,-87.64907585,82.18208,93.29849,92.9291,93.17687
511,41.87124529,-87.64907585,78.92426,95.23599,89.82754,95.55968
512,41.87124529,-87.64907585,79.27583,92.4938,92.96816,106.4659
513,41.87124529,-87.64907585,80.25239,96.47037,88.29629,98.0675
514,41.87124529,-87.64907585,80.58051,98.43912,92.92129,91.38
515,41.87124506,-87.64907734,78.61958,95.3063,93.13223,96.66906
516,41.87124478,-87.64907891,78.25239,100.5641,94.81191,91.89562
517,41.87124449,-87.64908058,80.74458,96.93912,99.38223,101.3722
518,41.87124428,-87.64908223,78.15083,93.11099,90.03848,91.64562
519,41.87124428,-87.64908223,80.59614,94.44693,100.8666,94.82531
520,41.87124428,-87.64908223,79.29926,87.39224,95.56191,95.23156
521,41.87124428,-87.64908223,77.66645,92.47037,103.6869,93.52843
522,41.87124428,-87.64908223,78.6977,96.65787,93.62441,97.43468
523,41.87124404,-87.64908373,77.97114,95.58755,97.62441,94.89562
524,41.87124404,-87.64908373,78.33833,95.95474,91.21035,94.78625
525,41.87124404,-87.64908373,80.67426,93.42349,90.6166,94.05968
526,41.87124404,-87.64908373,79.5102,106.6344,93.99941,91.09093
527,41.87124404,-87.64908373,81.85395,94.61099,100.1713,93.32531
528,41.87124404,-87.64908373,77.36176,100.8219,93.13223,97.85656
529,41.87124404,-87.64908373,78.8852,88.00162,95.57754,96.71593
530,41.87124371,-87.64908613,80.73676,97.04849,92.08535,95.59875
531,41.87124367,-87.64908826,78.5102,95.65787,93.18691,97.67687
532,41.87124367,-87.64908826,79.68989,101.5876,105.351,89.85656
533,41.87124367,-87.64908826,79.46333,93.94693,100.8354,91.99718
534,41.87124367,-87.64908826,77.87739,94.82193,87.71816,94.20031
535,41.87124367,-87.64908826,82.21333,99.60318,93.81191,93.68468
536,41.87124367,-87.64908826,78.83833,105.3063,97.81973,91.02062
537,41.87124367,-87.64908826,79.50239,91.50943,91.39785,91.97375
538,41.87124367,-87.64908826,77.85395,91.79068,93.23379,97.83312
539,41.87124367,-87.64908826,80.97895,89.18912,117.976,95.71593
540,41.87124367,-87.64908826,78.9477,89.72037,92.9916,93.68468
541,41.87124367,-87.64908826,79.99458,90.29849,93.51504,94.66906
542,41.87124367,-87.64908826,77.46333,105.6422,93.62441,94.6925
543,41.87124367,-87.64908826,80.6977,98.56412,102.8588,92.27062
544,41.87124367,-87.64908826,79.52583,90.92349,94.53848,99.57531
545,41.87124367,-87.64908826,80.86176,88.68912,99.76504,95.83312
546,41.87124367,-87.64908826,81.54145,103.7126,89.1791,91.755
547,41.87124367,-87.64908826,81.0727,100.0329,94.3666,91.505
548,41.87124367,-87.64908826,82.5102,91.81412,102.5385,104.9112
549,41.87124367,-87.64908826,80.06489,86.98599,95.3666,104.9659
550,41.87124367,-87.64908826,78.5102,98.22037,94.13223,98.71593
551,41.87124367,-87.64908826,80.55708,92.54068,93.62441,90.77843
552,41.87124367,-87.64908826,78.87739,93.65005,98.81973,93.73937
553,41.87124367,-87.64908826,79.83833,91.47037,96.46035,92.76281
554,41.87124367,-87.64908826,80.33051,87.25162,98.21816,93.96593
555,41.87124367,-87.64908826,78.0727,100.8376,94.46816,94.41906
556,41.87124367,-87.64908826,77.15864,99.10318,90.27285,97.46593
557,41.87124367,-87.64908826,83.2602,92.71255,92.44473,98.16125
558,41.87124367,-87.64908826,77.79145,109.9001,107.015,106.2784
559,41.87124367,-87.64908826,80.29926,96.32974,93.56191,93.71593
560,41.87124367,-87.64908826,79.11958,92.3063,88.29629,99.92687
561,41.87124367,-87.64908826,79.29145,110.2047,102.7729,89.13
562,41.87124367,-87.64908826,82.6352,98.96255,98.09316,94.60656
563,41.87124367,-87.64908826,79.54926,97.39224,89.35879,85.62218
564,41.87124367,-87.64908826,78.59614,89.86099,89.22598,95.22375
565,41.87124367,-87.64908826,79.95551,98.56412,86.96816,89.41125
566,41.87124367,-87.64908826,79.14301,91.79068,92.1166,93.95031
567,41.87124367,-87.64908826,80.93208,103.4001,98.12441,99.91125
568,41.87124367,-87.64908826,78.08833,103.4938,88.28848,87.93468
569,41.87124367,-87.64908826,80.20551,110.9157,100.101,98.505
570,41.87124367,-87.64908826,79.01801,94.20474,96.72598,91.92687
571,41.87124367,-87.64908826,77.7602,96.48599,93.25723,98.70031
572,41.87124367,-87.64908826,80.34614,100.6188,89.34316,88.80187
573,41.87124367,-87.64908826,80.35395,94.51724,89.47598,93.10656
574,41.87124367,-87.64908826,80.74458,105.5016,94.67129,99.28625
575,41.87124367,-87.64908826,79.31489,101.1735,90.96816,94.22375
576,41.87124367,-87.64908826,76.54926,104.5485,97.46816,95.89562
577,41.87124367,-87.64908826,78.6977,92.3063,91.06973,92.15343
578,41.87124367,-87.64908826,79.85395,96.41568,94.67129,91.38781
579,41.87124367,-87.64908826,80.43208,95.02505,94.95254,88.27062
580,41.87124367,-87.64908826,77.85395,93.79068,113.3666,98.99718
581,41.87124367,-87.64908826,79.06489,93.06412,97.3041,87.45812
582,41.87124367,-87.64908826,77.50239,102.361,94.3666,95.70031
583,41.87124367,-87.64908826,75.22895,90.07193,96.8666,96.24718
584,41.87124367,-87.64908826,78.17426,102.9313,100.6322,97.91125
585,41.87124367,-87.64908826,78.95551,92.9313,95.56191,95.32531
586,41.87124367,-87.64908826,77.99458,91.88443,100.1166,94.32531
587,41.87124367,-87.64908826,80.65083,96.47037,91.14004,101.2784
588,41.87124367,-87.64908826,79.7602,88.57193,90.62441,92.04406
589,41.87124367,-87.64908826,79.01801,94.01724,98.60879,107.1769
590,41.87124367,-87.64908826,77.65083,95.39224,93.06973,92.13781
591,41.87124367,-87.64908826,77.54926,88.86099,95.09316,90.18468
592,41.87124367,-87.64908826,78.5102,96.9313,98.39785,85.9425
593,41.87124367,-87.64908826,76.31489,91.00162,91.78066,96.88
594,41.87124367,-87.64908826,77.8852,90.92349,90.18691,112.5519
595,41.87124367,-87.64908826,78.25239,91.75943,98.04629,101.5128
596,41.87124609,-87.64909035,79.18208,108.0407,89.60098,87.55187
597,41.87125102,-87.64909448,80.11176,92.65787,91.37441,90.21593
598,41.87125351,-87.6490965,79.81489,104.0329,90.13223,97.0675
599,41.87125853,-87.64910056,78.58051,96.84537,98.39785,94.88
600,41.87126106,-87.6491026,77.11176,103.6344,93.06973,91.3175
601,41.87126613,-87.64910669,79.04145,106.4469,98.17129,98.12218
602,41.87126868,-87.64910872,80.15864,91.25943,88.62441,89.34093
603,41.87127378,-87.64911269,77.74458,89.04068,97.46816,83.55968
604,41.87127636,-87.6491147,76.31489,96.76724,93.96816,100.6456
605,41.8712816,-87.64911875,77.18208,117.6813,97.35098,96.32531
606,41.87128418,-87.64912072,76.55708,96.3688,95.70254,93.82531
607,41.87128936,-87.64912464,84.49458,97.51724,99.65566,112.2003
608,41.87129197,-87.64912661,80.39301,124.3297,102.8432,89.80187
609,41.87129718,-87.64913048,83.4477,86.88443,104.9447,92.92687
610,41.87129984,-87.64913243,78.00239,92.47037,96.28066,112.1769
611,41.87130525,-87.64913636,78.59614,96.11099,92.18691,99.27843
612,41.87130797,-87.64913832,79.7602,93.65787,95.03848,88.10656
613,41.87131311,-87.64914242,79.0727,93.65787,89.78066,94.15343
614,41.87131583,-87.64914448,78.92426,94.82193,104.4916,89.98937
615,41.87132143,-87.64914845,77.5727,90.54849,91.68691,93.58312
616,41.87132423,-87.64915055,77.7602,113.5329,102.6791,89.22375
617,41.87132962,-87.64915483,78.43989,97.19693,97.28066,92.22375
618,41.87133228,-87.64915699,77.60395,92.09537,96.48379,94.90343
619,41.87133764,-87.64916132,77.83833,92.47037,91.1791,95.88
620,41.87134033,-87.64916351,81.01801,94.32193,95.24941,105.7706
621,41.87134559,-87.64916794,77.15083,96.95474,98.65566,88.63781
622,41.87134819,-87.6491702,79.67426,105.3141,94.43691,90.66125
623,41.87135334,-87.64917477,77.60395,93.63443,98.16348,91.88
624,41.87135334,-87.64917477,80.0727,92.92349,91.42129,93.48937
625,41.8713553,-87.64917632,82.71333,89.14224,92.22598,101.9112
626,41.8713553,-87.64917632,77.50239,87.40787,94.85879,96.66906
627,41.8713553,-87.64917632,81.62739,110.6266,89.16348,89.71593
628,41.8713553,-87.64917632,74.96333,90.50943,110.4291,88.005
629,41.8713553,-87.64917632,79.04926,98.81412,89.59316,99.11437
630,41.8713553,-87.64917632,75.43208,91.87662,94.21035,103.6534
631,41.8713553,-87.64917632,79.39301,100.2829,96.35098,95.37218
632,41.8713553,-87.64917632,79.2602,95.65005,99.4916,94.20812
633,41.8713553,-87.64917632,79.29145,99.72818,97.02285,91.13
634,41.8713553,-87.64917632,79.29145,85.8688,89.82754,95.48156
635,41.8713553,-87.64917632,80.0727,94.89224,96.72598,89.22375
636,41.8713553,-87.64917632,77.5102,95.9313,90.27285,102.9737
637,41.8713553,-87.64917632,77.22114,91.78287,110.0541,97.4425
638,41.8713553,-87.64917632,76.36958,96.13443,92.71035,92.01281
639,41.8713553,-87.64917632,80.30708,92.69693,93.62441,100.3487
640,41.8713553,-87.64917632,77.31489,94.16568,99.31191,93.39562
641,41.8713553,-87.64917632,78.1352,89.60318,92.03848,97.63
642,41.8713553,-87.64917632,79.33833,91.44693,94.13223,99.71593
643,41.8713553,-87.64917632,79.14301,98.18912,86.43691,91.02062
644,41.8713581,-87.64917949,80.5727,90.15787,95.08535,99.77062
645,41.87136367,-87.64918593,79.52583,100.4001,100.0072,92.4425
646,41.87136647,-87.64918915,79.58051,94.67349,90.38223,92.13781
647,41.87137207,-87.64919563,78.64301,89.47818,92.90566,88.26281
648,41.87137481,-87.64919881,77.52583,98.07974,99.96035,101.2316
649,41.87138037,-87.64920533,79.18208,95.47037,87.67129,93.71593
650,41.87138315,-87.64920862,78.83833,88.06412,96.83535,91.98937
651,41.87138867,-87.64921525,78.83833,97.58755,96.27285,100.3253
652,41.87139141,-87.64921859,78.54926,95.76724,105.101,98.91125
653,41.87139691,-87.64922542,80.55708,94.65787,94.7416,101.3487
654,41.87139962,-87.64922883,77.81489,93.46255,104.6791,91.34093
655,41.87140504,-87.64923572,78.36958,94.21255,95.23379,93.34093
656,41.87140773,-87.64923916,79.18208,88.40787,104.9604,96.83312
657,41.87141301,-87.64924611,79.65083,88.57193,89.27285,92.36437
658,41.87141563,-87.64924959,78.78364,105.2672,99.19473,87.85656
659,41.87142091,-87.64925666,77.61958,99.03287,90.69473,88.91906
660,41.87142348,-87.64926026,77.01801,93.21255,90.57754,89.61437
661,41.87142843,-87.64926759,79.18989,87.15005,89.19473,98.60656
662,41.8714309,-87.64927126,76.24458,99.7438,102.0932,93.755
663,41.87143612,-87.64927845,78.00239,95.16568,90.62441,91.9425
664,41.87143876,-87.64928206,78.68989,114.6735,98.57754,91.99718
665,41.87144409,-87.64928932,78.6977,91.16568,99.03066,100.0753
666,41.87144676,-87.64929295,76.1352,99.79068,101.4057,94.0675
667,41.87145205,-87.64930021,82.08833,92.65005,112.6479,90.28625
668,41.8714547,-87.64930383,77.46333,92.58755,93.15566,91.13781
669,41.87145995,-87.64931111,78.11176,104.0172,91.32754,89.61437
670,41.87146255,-87.64931479,80.67426,92.46255,93.72598,101.4737
671,41.87146772,-87.64932217,77.68989,93.51724,99.76504,102.2159
672,41.87147032,-87.64932597,77.24458,95.79849,97.37441,107.1769
673,41.87147552,-87.64933353,79.9477,88.65005,99.71816,106.0597
674,41.87147552,-87.64933353,80.40083,99.47818,96.53848,97.18468
675,41.87148046,-87.64934116,80.47895,97.6813,89.28848,92.5675
676,41.87148291,-87.64934499,76.87739,92.9313,103.4447,93.20812
677,41.87148789,-87.64935264,78.29145,98.56412,94.90566,105.2394
678,41.87149042,-87.64935645,78.55708,93.9313,91.3041,99.6925
679,41.87149552,-87.64936407,77.48676,91.39224,86.62441,89.21593
680,41.87149809,-87.64936787,79.2602,98.79068,105.6869,94.32531
681,41.87150325,-87.64937548,77.6977,88.67349,91.6166,95.13781
682,41.87150583,-87.64937932,77.06489,95.25943,90.3666,97.08312
683,41.87151103,-87.64938699,80.29926,90.71255,93.15566,105.2159
684,41.87151363,-87.64939086,77.71333,95.58755,100.7494,93.755
685,41.87151885,-87.64939859,77.3852,88.66568,90.73379,91.755
686,41.87152147,-87.64940248,79.06489,95.15787,94.46816,89.755
687,41.87152674,-87.64941024,80.09614,91.88443,90.01504,89.95031
688,41.87152938,-87.6494141,78.24458,99.67349,89.7416,102.1612
689,41.8715347,-87.6494218,77.68989,89.54849,103.1713,100.8097
690,41.87153738,-87.64942564,77.10395,90.53287,96.37441,97.20812
691,41.87153738,-87.64942564,77.53364,94.90787,95.9291,100.4581
692,41.87153738,-87.64942564,80.29926,91.8063,99.65566,99.13781
693,41.87153738,-87.64942564,81.1352,99.23599,99.78848,88.34093
694,41.87153738,-87.64942564,79.43208,87.76724,97.69473,111.3878
695,41.87153738,-87.64942564,78.27583,96.13443,92.68691,102.6612
696,41.87153738,-87.64942564,74.85301,99.13349,96.11566,94.12125
697,41.87153738,-87.64942564,80.26707,91.24287,96.14691,90.69156
698,41.87153738,-87.64942564,77.50926,93.61005,110.6,97.95718
699,41.87153738,-87.64942564,80.72801,101.2741,90.65472,97.54312
700,41.87153738,-87.64942564,79.70457,106.0632,95.02972,101.8869
701,41.87153738,-87.64942564,78.22801,94.33662,88.95941,90.87906
702,41.87153738,-87.64942564,76.60301,90.37568,90.31879,92.34781
703,41.87153738,-87.64942564,76.60301,91.63349,91.46722,101.6759
704,41.87153738,-87.64942564,76.55614,100.0632,92.11566,90.30093
705,41.87153738,-87.64942564,81.02489,98.0163,94.0766,101.4181
706,41.87153738,-87.64942564,77.9477,89.72037,92.57754,91.35656
707,41.87153738,-87.64942564,78.47895,104.5016,86.94473,91.38
708,41.87153738,-87.64942564,78.67426,92.60318,90.97598,95.51281
709,41.87153738,-87.64942564,77.90864,97.27505,94.88223,91.48156
710,41.87153738,-87.64942564,79.04926,94.48599,91.99941,112.005
711,41.87154082,-87.6494294,80.99458,97.32974,90.06973,94.20031
712,41.87154082,-87.6494294,81.04926,104.7985,91.92129,93.13781
713,41.8715433,-87.64943408,77.05708,96.14224,106.4525,84.95812
714,41.87154583,-87.6494387,78.36176,90.75943,90.23379,91.52062
715,41.87155205,-87.64944689,77.1352,93.32193,119.1635,103.7003
716,41.87155542,-87.64945073,78.18114,90.2663,101.936,99.70718
717,41.87155885,-87.64945452,80.0727,93.25943,87.9291,94.51281
718,41.87156233,-87.64945828,77.22895,94.37662,97.20254,93.51281
719,41.87156916,-87.64946589,79.00239,99.96255,91.53066,96.74718
720,41.87157252,-87.64946974,75.47895,96.32974,91.50723,93.95031
721,41.87157939,-87.64947706,78.18208,90.32193,92.85098,93.17687
722,41.87158309,-87.64948046,74.50239,98.21255,86.60098,88.755
723,41.87158309,-87.64948046,77.90083,96.09537,98.98379,93.41906
724,41.87158309,-87.64948046,79.46333,98.46255,104.6791,88.21593
725,41.87158309,-87.64948046,75.20551,93.83755,98.60098,89.97375
726,41.87158309,-87.64948046,78.68114,99.14912,94.84222,90.6525
727,41.87158309,-87.64948046,81.00926,108.6882,107.6625,101.4259
728,41.87158309,-87.64948046,81.0327,95.14912,94.56097,99.98062
729,41.87158309,-87.64948046,76.46239,95.73505,101.2953,96.6525
730,41.87158309,-87.64948046,80.23582,91.39912,98.8266,95.85562
731,41.87158309,-87.64948046,78.91551,86.53974,100.1078,91.83218
732,41.87158309,-87.64948046,76.9702,89.61005,93.42816,89.95718
733,41.87158309,-87.64948046,80.46239,96.68818,99.35785,101.3166
734,41.87158309,-87.64948046,78.6577,93.12568,91.14691,97.30875
735,41.87158309,-87.64948046,77.22801,90.10224,85.94379,100.1212
736,41.87158309,-87.64948046,76.7602,93.63443,89.04629,98.60656
737,41.87158309,-87.64948046,79.61958,98.2438,94.09316,91.09093
738,41.87158309,-87.64948046,77.78364,100.361,89.7416,98.505
739,41.87158309,-87.64948046,78.68989,92.16568,94.7416,95.59875
740,41.87158309,-87.64948046,78.54926,96.09537,91.13223,90.45812
741,41.87158309,-87.64948046,83.65864,89.92349,90.73379,92.98937
742,41.87158309,-87.64948046,77.71333,95.62662,97.97598,90.42687
743,41.87158309,-87.64948046,77.54926,91.97818,94.43691,105.755
744,41.87158309,-87.64948046,78.34614,92.3688,91.01504,87.41125
745,41.87158309,-87.64948046,78.90864,86.8063,89.09316,102.1612
746,41.87158309,-87.64948046,78.57957,98.36005,103.8032,108.4728
747,41.87158309,-87.64948046,76.32957,100.946,93.59222,97.93375
748,41.87158309,-87.64948046,78.0327,93.31318,93.97504,109.1369
749,41.87158309,-87.64948046,78.97801,99.43818,88.30316,91.87906
750,41.87158309,-87.64948046,78.9077,90.65693,100.1,97.18375
751,41.87158309,-87.64948046,77.32176,96.4538,98.02972,109.1994
752,41.87158309,-87.64948046,80.67332,90.71943,108.1547,95.35562
753,41.87158309,-87.64948046,79.25926,87.71943,91.7016,97.44156
754,41.87158309,-87.64948046,79.36864,99.56318,90.56097,103.965
755,41.87158309,-87.64948046,77.63426,94.58662,101.8266,98.70718
756,41.87158309,-87.64948046,77.42332,95.98505,97.89691,104.4103
757,41.87158309,-87.64948046,78.04832,95.86787,89.97504,99.20718
758,41.87158309,-87.64948046,76.88426,109.5163,104.4594,90.41812
759,41.87158309,-87.64948046,78.11082,92.83662,107.7875,106.1056
760,41.87158309,-87.64948046,78.89207,90.00849,96.4516,98.30093
761,41.87158309,-87.64948046,80.17332,94.00849,90.12347,93.33218
762,41.87158309,-87.64948046,77.69676,90.50849,94.65472,98.58218
763,41.87158309,-87.64948046,77.39989,98.03193,93.35004,92.07437
764,41.87158309,-87.64948046,76.64989,99.79755,94.77972,87.55875
765,41.87158309,-87.64948046,81.23582,99.08662,94.0766,89.09
766,41.87158309,-87.64948046,81.36082,91.40693,91.17035,99.09781
767,41.87158309,-87.64948046,78.02489,94.28193,97.37347,89.20718
768,41.87158309,-87.64948046,77.37645,95.19599,94.20941,88.59781
769,41.87158309,-87.64948046,78.97801,94.28193,96.93597,94.00406
770,41.87158309,-87.64948046,76.23582,99.43818,94.70941,94.39468
771,41.87158309,-87.64948046,76.37645,90.48505,92.05316,107.0119
772,41.87158309,-87.64948046,77.6577,93.98505,106.1078,91.79312
773,41.87158309,-87.64948046,79.42332,100.6647,93.95941,87.67593
774,41.87158309,-87.64948046,76.46239,101.4304,89.48285,97.55875
775,41.87158309,-87.64948046,79.75145,98.61005,94.9516,97.25406
776,41.87158309,-87.64948046,79.14989,94.59443,95.7016,94.44937
777,41.87158309,-87.64948046,77.58739,98.18037,95.60785,92.87906
778,41.87158309,-87.64948046,76.86082,100.8054,94.56879,98.48843
779,41.87158309,-87.64948046,77.6577,91.86005,94.66254,93.80875
780,41.87158309,-87.64948046,80.48582,92.11787,95.04535,92.57437
781,41.87158309,-87.64948046,76.91551,104.6882,100.725,92.60562
782,41.87158309,-87.64948046,78.41551,98.31318,106.0141,91.32437
783,41.87158309,-87.64948046,77.69676,84.22724,98.25629,90.19937
784,41.87158309,-87.64948046,75.5327,93.86005,92.92816,96.16031
785,41.87158309,-87.64948046,76.97801,88.02412,105.7563,93.69156
786,41.87158309,-87.64948046,76.99364,91.53193,93.95941,95.12125
787,41.87158309,-87.64948046,79.11864,105.0866,92.99847,92.28531
788,41.87158309,-87.64948046,74.76707,94.57099,93.81879,100.0041
789,41.87158309,-87.64948046,76.63426,90.00849,100.8032,99.74625
790,41.87158309,-87.64948046,77.56395,97.80537,98.80316,95.16812
